387, 29
388, 3
389, 2
390, 199
391, 3
392, 11
393, 7
394, 31
395, 2
396, 3
397, 6
398, 4
399, 3
400, 9
401, 20
402, 9
403, 8
404, 35
405, 31
406, 37
407, 2
408, 5
409, 102
410, 3
411, 17
412, 27
413, 6
414, 3
415, 10
416, 3
417, 30
418, 108
419, 2
420, 25
421, 16
422, 139
423, 4
424, 2
425, 2
426, 104
427, 62
428, 2
429, 4
430, 3
431, 25
432, 10
433, 8
434, 17
435, 9
436, 9
437, 24
438, 2
439, 201
440, 8
441, 19
442, 82
443, 113
444, 104
445, 10
446, 3
447, 10
448, 129
449, 8
450, 150
451, 82
452, 3
453, 58
454, 3
455, 3
456, 3
457, 3
458, 89
459, 59
460, 9
461, 22
462, 2
463, 188
464, 4
465, 3
466, 4
467, 34
468, 4
469, 34
470, 44
471, 104
472, 3
473, 4
474, 4
475, 11
476, 6
477, 3
478, 2
479, 7
480, 8
481, 2
482, 5
483, 5
484, 5
485, 38
486, 2
487, 5
488, 4
489, 9
490, 2
491, 3
492, 2
493, 22
494, 3
495, 2
496, 8
497, 67
498, 7
499, 6
500, 3
501, 2
502, 9
503, 4
504, 27
505, 2
506, 28
507, 28
508, 257
509, 23
510, 8
511, 14
512, 7
513, 3
514, 4
515, 8
516, 2
517, 8
518, 6
519, 3
520, 6
521, 2
522, 6
523, 2
524, 5
525, 2
526, 67
527, 42
528, 5
529, 2
530, 5
531, 3
532, 2
533, 6
534, 4
535, 4
536, 2
537, 8
538, 83
539, 8
540, 2
541, 7
542, 83
543, 8
544, 9
545, 65
546, 6
547, 10
548, 3
549, 6
550, 2
551, 3
552, 2
553, 16
554, 4
555, 2
556, 18
557, 147
558, 4
559, 21
560, 3
561, 2
562, 18
563, 4
564, 2
565, 153
566, 2
567, 41
568, 17
569, 18
570, 2
571, 5
572, 96
573, 3
574, 2
575, 44
576, 4
577, 18
578, 2
579, 34
580, 227
581, 15
582, 6
583, 2
584, 9
585, 11
586, 28
587, 4
588, 15
589, 2
590, 5
591, 210
592, 27
593, 4
594, 11
595, 4
596, 12
597, 11
598, 3
599, 5
600, 2
601, 8
602, 51
603, 40
604, 51
605, 21
606, 11
607, 24
608, 24
609, 255
610, 39
611, 4
612, 26
613, 3
614, 2
615, 41
616, 4
617, 13
618, 2
619, 2
620, 161
621, 2
622, 5
623, 23
624, 12
625, 8
626, 8
627, 7
628, 4
629, 4
630, 5
631, 5
632, 13
633, 18
634, 16
635, 3
636, 10
637, 2
638, 10
639, 11
640, 3
641, 363
642, 113
643, 2
644, 2
645, 6
646, 21
647, 219
648, 3
649, 22
650, 2
651, 6
652, 30
653, 2
654, 41
655, 11
656, 6
657, 13
658, 11
659, 9
660, 3
661, 2
662, 2
663, 8
664, 7
665, 3
666, 3
667, 4
668, 7
669, 4
670, 19
671, 2
672, 7
673, 10
674, 12
675, 4
676, 3
677, 11
678, 9
679, 7
680, 5
681, 39
682, 8
683, 81
684, 2
685, 7
686, 3
687, 36
688, 3
689, 2
690, 5
691, 4
692, 20
693, 2
694, 3
695, 18
696, 12
697, 134
698, 3
699, 2
700, 3
701, 45
702, 2
703, 3
704, 9
705, 10
706, 6
707, 7
708, 2
709, 5
710, 3
711, 4
712, 4
713, 12
714, 11
715, 7
716, 9
717, 5
718, 5
719, 9
720, 5
721, 45
722, 4
723, 2
724, 17
725, 3
726, 2
727, 2
728, 3
729, 2
730, 4
731, 183
732, 6
733, 5
734, 5
735, 5
736, 4
737, 3
738, 5
739, 7
740, 19
741, 4
742, 4
743, 9
744, 13
745, 3
746, 36
747, 7
748, 10
749, 36
750, 7
751, 4
752, 200
753, 22
754, 2
755, 5
756, 3
757, 2
758, 2
759, 3
760, 31
761, 2
762, 31
763, 6
764, 2
765, 3
766, 194
767, 14
768, 33
769, 18
770, 6
771, 6
772, 9
773, 30
774, 3
775, 101
776, 7
777, 6
778, 6
779, 3
780, 11
781, 11
782, 18
783, 17
784, 108
785, 68
786, 11
787, 101
788, 16
789, 188
790, 188
791, 25
792, 9
793, 7
794, 3
795, 6
796, 5
797, 4
798, 62
799, 3
800, 2
801, 2
802, 14
803, 45
804, 4
805, 9
806, 5
807, 3
808, 5
809, 6
810, 5
811, 4
812, 169
813, 418
814, 435
815, 278
816, 261
817, 5
818, 418
819, 45
820, 60
821, 6
822, 30
823, 9
824, 2
825, 37
826, 91
827, 88
828, 49
829, 3
830, 18
831, 22
832, 36
833, 15
834, 32
835, 330
836, 35
837, 59
838, 9
839, 53
840, 33
841, 13
842, 98
843, 24
844, 2
845, 2
846, 396
847, 349
848, 303
849, 89
850, 4
851, 9
852, 142
853, 122
854, 220
855, 8
856, 17
857, 2
858, 2
859, 2
860, 4
861, 298
862, 298
863, 310
864, 289
865, 160
866, 21
867, 279
868, 291
869, 14
870, 35
871, 166
872, 62
873, 32
874, 33
875, 220
876, 54
877, 178
878, 6
879, 42
880, 48
881, 4
882, 9
883, 124
884, 362
885, 257
886, 3
887, 132
888, 68
889, 36
890, 77
891, 15
892, 10
893, 45
894, 11
895, 2
896, 15
897, 3
898, 41
899, 3
900, 36
901, 330
902, 336
903, 302
904, 283
905, 323
906, 296
907, 361
908, 262
909, 298
910, 323
911, 294
912, 290
913, 232
914, 356
915, 378
916, 339
917, 299
918, 279
919, 267
920, 355
921, 343
922, 265
923, 230
924, 54
925, 53
926, 38
927, 19
928, 220
929, 92
930, 21
931, 25
932, 74
933, 13
934, 25
935, 10
936, 2
937, 44
938, 14
939, 387
940, 268
941, 23
942, 349
943, 21
944, 69
945, 26
946, 30
947, 60
948, 79
949, 8
950, 274
951, 8
952, 38
953, 15
954, 69
955, 22
956, 26
957, 19
958, 38
959, 20
960, 40
961, 15
962, 27
963, 26
964, 20
965, 30
966, 44
967, 67
968, 177
969, 169
970, 103
971, 54
972, 86
973, 180
974, 16
975, 179
976, 32
977, 3
978, 7
979, 60
980, 30
981, 67
982, 31
983, 51
984, 29
985, 41
986, 44
987, 56
988, 3
989, 9
990, 12
991, 63
992, 69
993, 28
994, 30
995, 63
996, 2
997, 13
998, 19
999, 14
1000, 27
1001, 6
1002, 6
1003, 11
1004, 10
1005, 4
1006, 3
1007, 7
1008, 11
1009, 8
1010, 3
1011, 8
1012, 7
1013, 13
1014, 5
1015, 14
1016, 34
1017, 11
1018, 7
1019, 3
1020, 14
1021, 5
1022, 4
1023, 3
1024, 7
1025, 7
1026, 11
1027, 24
1028, 17
1029, 11
1030, 48
1031, 3
1032, 27
1033, 68
1034, 4
1035, 55
1036, 20
1037, 25
1038, 21
1039, 79
1040, 49
1041, 25
1042, 61
1043, 29
1044, 29
1045, 30
1046, 28
1047, 36
1048, 162
1049, 19
1050, 13
1051, 14
1052, 3
1053, 118
1054, 47
1055, 114
1056, 18
1057, 29
1058, 49
1059, 7
1060, 14
1061, 11
1062, 3
1063, 18
1064, 16
1065, 78
1066, 63
1067, 48
1068, 170
1069, 188
1070, 23
1071, 19
1072, 192
1073, 88
1074, 246
1075, 103
1076, 18
1077, 15
1078, 12
1079, 18
1080, 18
1081, 4
1082, 41
1083, 16
1084, 13
1085, 30
1086, 63
1087, 12
1088, 26
1089, 12
1090, 7
1091, 3
1092, 4
1093, 3
1094, 6
1095, 5
1096, 9
1097, 3
1098, 3
1099, 3
1100, 4
1101, 3
1102, 3
1103, 3
1104, 43
1105, 4
1106, 40
1107, 6
1108, 12
1109, 6
1110, 6
1111, 3
1112, 8
1113, 4
1114, 3
1115, 3
1116, 4
1117, 6
1118, 5
1119, 10
1120, 12
1121, 6
1122, 4
1123, 3
1124, 3
1125, 141
1126, 21
1127, 17
1128, 33
1129, 57
1130, 45
1131, 81
1132, 82
1133, 11
1134, 35
1135, 3
1136, 4
1137, 72
1138, 52
1139, 51
1140, 12
1141, 16
1142, 12
1143, 8
1144, 12
1145, 4
1146, 3
1147, 3
1148, 4
1149, 3
1150, 3
1151, 7
1152, 47
1153, 5
1154, 8
1155, 14
1156, 7
1157, 10
1158, 4
1159, 11
1160, 5
1161, 9
1162, 4
1163, 209
1164, 108
1165, 3
1166, 14
1167, 26
1168, 124
1169, 13
1170, 8
1171, 34
1172, 29
1173, 78
1174, 20
1175, 48
1176, 118
1177, 15
1178, 23
1179, 9
1180, 5
1181, 9
1182, 16
1183, 38
1184, 16
1185, 14
1186, 50
1187, 7
1188, 5
1189, 15
1190, 22
1191, 9
1192, 4
1193, 8
1194, 7
1195, 8
1196, 28
1197, 3
1198, 17
1199, 24
1200, 3
1201, 8
1202, 14
1203, 3
1204, 192
1205, 4
1206, 8
1207, 35
1208, 16
1209, 79
1210, 9
1211, 35
1212, 4
1213, 10
1214, 5
1215, 8
1216, 3
1217, 4
1218, 4
1219, 29
1220, 10
1221, 20
1222, 10
1223, 34
1224, 17
1225, 4
1226, 30
1227, 164
1228, 28
1229, 10
1230, 97
1231, 28
1232, 99
1233, 120
1234, 79
1235, 20
1236, 51
1237, 29
1238, 118
1239, 146
1240, 25
1241, 72
1242, 193
1243, 64
1244, 68
1245, 25
1246, 50
1247, 46
1248, 282
1249, 239
1250, 76
1251, 8
1252, 13
1253, 12
1254, 19
1255, 22
1256, 396
1257, 51
1258, 9
1259, 13
1260, 4
1261, 3
1262, 4
1263, 3
1264, 3
1265, 22
1266, 83
1267, 59
1268, 6
1269, 77
1270, 11
1271, 3
1272, 3
1273, 3
1274, 3
1275, 3
1276, 4
1277, 4
1278, 4
1279, 3
1280, 6
1281, 3
1282, 3
1283, 13
1284, 20
1285, 16
1286, 3
1287, 6
1288, 9
1289, 5
1290, 3
1291, 5
1292, 3
1293, 3
1294, 4
1295, 3
1296, 4
1297, 3
1298, 3
1299, 3
1300, 3
1301, 5
1302, 3
1303, 3
1304, 3
1305, 4
1306, 24
1307, 3
1308, 6
1309, 365
1310, 151
1311, 11
1312, 21
1313, 205
1314, 139
1315, 6
1316, 11
1317, 13
1318, 60
1319, 90
1320, 3
1321, 263
1322, 172
1323, 52
1324, 127
1325, 96
1326, 320
1327, 11
1328, 179
1329, 149
1330, 3
1331, 148
1332, 158
1333, 96
1334, 180
1335, 13
1336, 28
1337, 157
1338, 36
1339, 8
1340, 3
1341, 3
1342, 4
1343, 5
1344, 5
1345, 13
1346, 5
1347, 5
1348, 11
1349, 13
1350, 5
1351, 3
1352, 3
1353, 4
1354, 4
1355, 39
1356, 9
1357, 36
1358, 28
1359, 7
1360, 23
1361, 9
1362, 14
1363, 6
1364, 4
1365, 3
1366, 8
1367, 31
1368, 6
1369, 4
1370, 4
1371, 5
1372, 4
1373, 3
1374, 3
1375, 3
1376, 3
1377, 4
1378, 3
1379, 5
1380, 6
1381, 3
1382, 4
1383, 3
1384, 3
1385, 3
1386, 3
1387, 3
1388, 7
1389, 3
1390, 3
1391, 3
1392, 3
1393, 62
1394, 3
1395, 4
1396, 4
1397, 4
1398, 3
1399, 7
1400, 9
1401, 7
1402, 5
1403, 4
1404, 5
1405, 5
1406, 9
1407, 4
1408, 4
1409, 6
1410, 10
1411, 4
1412, 3
1413, 7
1414, 10
1415, 8
1416, 7
1417, 3
1418, 8
1419, 3
1420, 3
1421, 3
1422, 3
1423, 3
1424, 20
1425, 21
1426, 3
1427, 5
1428, 11
1429, 5
1430, 8
1431, 8
1432, 4
1433, 5
1434, 11
1435, 4
1436, 6
1437, 3
1438, 5
1439, 9
1440, 7
1441, 55
1442, 37
1443, 79
1444, 188
1445, 58
1446, 24
1447, 24
1448, 67
1449, 33
1450, 14
1451, 11
1452, 25
1453, 16
1454, 50
1455, 8
1456, 3
1457, 4
1458, 14
1459, 118
1460, 44
1461, 22
1462, 81
1463, 46
1464, 36
1465, 63
1466, 24
1467, 5
1468, 6
1469, 159
1470, 2
1471, 18
1472, 15
1473, 55
1474, 35
1475, 22
1476, 19
1477, 16
1478, 176
1479, 166
1480, 225
1481, 230
1482, 114
1483, 32
1484, 40
1485, 19
1486, 29
1487, 22
1488, 24
1489, 21
1490, 35
1491, 9
1492, 148
1493, 204
1494, 60
1495, 21
1496, 7
1497, 31
1498, 21
1499, 17
1500, 11
1501, 53
1502, 63
1503, 156
1504, 105
1505, 83
1506, 284
1507, 252
1508, 263
1509, 3
1510, 167
1511, 79
1512, 111
1513, 234
1514, 362
1515, 236
1516, 358
1517, 197
1518, 235
1519, 312
1520, 290
1521, 372
1522, 278
1523, 271
1524, 258
1525, 296
1526, 338
1527, 51
1528, 12
1529, 426
1530, 332
1531, 305
1532, 387
1533, 320
1534, 90
1535, 9
1536, 337
1537, 2
1538, 336
1539, 336
1540, 264
1541, 328
1542, 296
1543, 260
1544, 7
1545, 24
1546, 81
1547, 21
1548, 275
1549, 203
1550, 204
1551, 341
1552, 308
1553, 282
1554, 52
1555, 63
1556, 156
1557, 102
1558, 84
1559, 218
1560, 127
1561, 284
1562, 155
1563, 263
1564, 3
1565, 167
1566, 79
1567, 53
1568, 88
1569, 97
1570, 312
1571, 356
1572, 396
1573, 327
1574, 351
1575, 355
1576, 323
1577, 453
1578, 486
1579, 4
1580, 48
1581, 32
1582, 199
1583, 9
1584, 17
1585, 149
1586, 32
1587, 28
1588, 102
1589, 21
1590, 105
1591, 10
1592, 23
1593, 99
1594, 205
1595, 139
1596, 127
1597, 13
1598, 186
1599, 103
1600, 13
1601, 18
1602, 29
1603, 30
1604, 101
1605, 6
1606, 17
1607, 3
1608, 12
1609, 195
1610, 346
1611, 75
1612, 56
1613, 85
1614, 17
1615, 181
1616, 6
1617, 231
1618, 9
1619, 234
1620, 4
1621, 17
1622, 324
1623, 49
1624, 19
1625, 39
1626, 10
1627, 8
1628, 6
1629, 18
1630, 4
1631, 3
1632, 4
1633, 4
1634, 72
1635, 12
1636, 12
1637, 18
1638, 9
1639, 4
1640, 8
1641, 128
1642, 3
1643, 3
1644, 5
1645, 3
1646, 4
1647, 3
1648, 20
1649, 232
1650, 32
1651, 39
1652, 295
1653, 310
1654, 367
1655, 367
1656, 202
1657, 19
1658, 30
1659, 208
1660, 29
1661, 70
1662, 39
1663, 316
1664, 69
1665, 36
1666, 250
1667, 65
1668, 90
1669, 7
1670, 65
1671, 21
1672, 13
1673, 5
1674, 3
1675, 94
1676, 3
1677, 14
1678, 5
1679, 30
1680, 54
1681, 118
1682, 30
1683, 21
1684, 7
1685, 34
1686, 6
1687, 8
1688, 12
1689, 50
1690, 220
1691, 7
1692, 62
1693, 6
1694, 3
1695, 235
1696, 4
1697, 12
1698, 10
1699, 4
1700, 4
1701, 9
1702, 3
1703, 3
1704, 4
1705, 4
1706, 22
1707, 16
1708, 3
1709, 7
1710, 4
1711, 13
1712, 3
1713, 3
1714, 22
1715, 8
1716, 3
1717, 24
1718, 70
1719, 126
1720, 6
1721, 4
1722, 19
1723, 136
1724, 22
1725, 19
1726, 3
1727, 3
1728, 4
1729, 3
1730, 3
1731, 3
1732, 5
1733, 4
1734, 6
1735, 202
1736, 3
1737, 4
1738, 36
1739, 3
1740, 4
1741, 4
1742, 5
1743, 5
1744, 4
1745, 4
1746, 3
1747, 3
1748, 20
1749, 27
1750, 12
1751, 59
1752, 237
1753, 29
1754, 288
1755, 23
1756, 21
1757, 40
1758, 45
1759, 11
1760, 33
1761, 135
1762, 40
1763, 24
1764, 238
1765, 97
1766, 75
1767, 92
1768, 77
1769, 176
1770, 137
1771, 242
1772, 90
1773, 97
1774, 97
1775, 295
1776, 282
1777, 62
1778, 13
1779, 65
1780, 65
1781, 12
1782, 34
1783, 3
1784, 3
1785, 6
1786, 55
1787, 77
1788, 9
1789, 19
1790, 7
1791, 61
1792, 319
1793, 309
1794, 46
1795, 271
1796, 383
1797, 80
1798, 304
1799, 77
1800, 237
1801, 206
1802, 251
1803, 40
1804, 61
1805, 10
1806, 89
1807, 154
1808, 132
1809, 250
1810, 192
1811, 18
1812, 13
1813, 26
1814, 144
1815, 260
1816, 205
1817, 237
1818, 317
1819, 321
1820, 346
1821, 357
1822, 274
1823, 262
1824, 162
1825, 247
1826, 245
1827, 329
1828, 258
1829, 310
1830, 322
1831, 325
1832, 285
1833, 304
1834, 333
1835, 311
1836, 367
1837, 367
1838, 350
1839, 371
1840, 348
1841, 287
1842, 305
1843, 328
1844, 330
1845, 365
1846, 310
1847, 264
1848, 270
1849, 274
1850, 292
1851, 291
1852, 276
1853, 284
1854, 283
1855, 314
1856, 258
1857, 317
1858, 249
1859, 351
1860, 293
1861, 266
1862, 276
1863, 195
1864, 217
1865, 288
1866, 332
1867, 233
1868, 351
1869, 360
1870, 307
1871, 250
1872, 315
1873, 234
1874, 231
1875, 260
1876, 276
1877, 332
1878, 350
1879, 363
1880, 343
1881, 259
1882, 243
1883, 269
1884, 316
1885, 288
1886, 240
1887, 260
1888, 332
1889, 121
1890, 331
1891, 253
1892, 297
1893, 287
1894, 407
1895, 274
1896, 346
1897, 275
1898, 258
1899, 337
1900, 268
1901, 297
1902, 272
1903, 198
1904, 190
1905, 361
1906, 370
1907, 319
1908, 309
1909, 326
1910, 299
1911, 385
1912, 335
1913, 414
1914, 301
1915, 269
1916, 357
1917, 272
1918, 304
1919, 312
1920, 348
1921, 384
1922, 382
1923, 151
1924, 329
1925, 328
1926, 317
1927, 391
1928, 410
1929, 289
1930, 334
1931, 302
1932, 274
1933, 53
1934, 53
1935, 2
1936, 2
1937, 2
1938, 15
1939, 2
1940, 6
1941, 2
1942, 7
1943, 25
1944, 13
1945, 2
1946, 6
1947, 2
1948, 12
1949, 5
1950, 2
1951, 5
1952, 6
1953, 8
1954, 27
1955, 2
1956, 11
1957, 6
1958, 2
1959, 12
1960, 4
1961, 2
1962, 6
1963, 10
1964, 4
1965, 2
1966, 4
1967, 2
1968, 8
1969, 16
1970, 7
1971, 6
1972, 5
1973, 3
1974, 6
1975, 4
1976, 7
1977, 10
1978, 3
1979, 7
1980, 6
1981, 9
1982, 7
1983, 3
1984, 4
1985, 15
1986, 3
1987, 3
1988, 3
1989, 2
1990, 14
1991, 9
1992, 11
1993, 8
1994, 5
1995, 19
1996, 2
1997, 6
1998, 7
1999, 24
2000, 12
2001, 2
2002, 25
2003, 2
2004, 2
2005, 11
2006, 2
2007, 3
2008, 12
2009, 9
2010, 5
2011, 12
2012, 10
2013, 7
2014, 32
2015, 2
2016, 24
2017, 7
2018, 3
2019, 9
2020, 3
2021, 7
2022, 2
2023, 2
2024, 2
2025, 2
2026, 2
2027, 5
2028, 4
2029, 2
2030, 27
2031, 7
2032, 18
2033, 3
2034, 5
2035, 10
2036, 16
2037, 6
2038, 4
2039, 6
2040, 12
2041, 13
2042, 7
2043, 6
2044, 8
2045, 10
2046, 32
2047, 5
2048, 2
2049, 3
2050, 13
2051, 4
2052, 8
2053, 11
2054, 2
2055, 3
2056, 7
2057, 4
2058, 6
2059, 3
2060, 15
2061, 7
2062, 2
2063, 14
2064, 3
2065, 10
2066, 3
2067, 10
2068, 4
2069, 3
2070, 3
2071, 30
2072, 11
2073, 3
2074, 7
2075, 2
2076, 11
2077, 3
2078, 2
2079, 4
2080, 3
2081, 8
2082, 4
2083, 7
2084, 4
2085, 12
2086, 5
2087, 3
2088, 18
2089, 3
2090, 5
2091, 3
2092, 12
2093, 8
2094, 2
2095, 7
2096, 3
2097, 8
2098, 12
2099, 4
2100, 3
2101, 13
2102, 2
2103, 9
2104, 6
2105, 3
2106, 2
2107, 8
2108, 26
2109, 5
2110, 7
2111, 6
2112, 2
2113, 2
2114, 14
2115, 3
2116, 9
2117, 14
2118, 8
2119, 9
2120, 2
2121, 16
2122, 5
2123, 4
2124, 9
2125, 14
2126, 7
2127, 27
2128, 2
2129, 10
2130, 9
2131, 14
2132, 3
2133, 20
2134, 4
2135, 12
2136, 9
2137, 2
2138, 15
2139, 11
2140, 20
2141, 2
2142, 7
2143, 13
2144, 11
2145, 15
2146, 8
2147, 5
2148, 9
2149, 2
2150, 5
2151, 6
2152, 3
2153, 8
2154, 3
2155, 2
2156, 2
2157, 2
2158, 7
2159, 3
2160, 2
2161, 3
2162, 2
2163, 4
2164, 4
2165, 4
2166, 2
2167, 22
2168, 2
2169, 17
2170, 6
2171, 6
2172, 6
2173, 4
2174, 14
2175, 5
2176, 4
2177, 6
2178, 7
2179, 10
2180, 2
2181, 12
2182, 8
2183, 11
2184, 2
2185, 21
2186, 25
2187, 2
2188, 13
2189, 8
2190, 6
2191, 11
2192, 6
2193, 8
2194, 4
2195, 17
2196, 2
2197, 12
2198, 8
2199, 16
2200, 20
2201, 11
2202, 13
2203, 8
2204, 55
2205, 2
2206, 8
2207, 7
2208, 16
2209, 2
2210, 30
2211, 5
2212, 3
2213, 7
2214, 7
2215, 4
2216, 5
2217, 7
2218, 6
2219, 2
2220, 5
2221, 7
2222, 9
2223, 5
2224, 2
2225, 11
2226, 17
2227, 4
2228, 9
2229, 3
2230, 3
2231, 4
2232, 11
2233, 18
2234, 3
2235, 11
2236, 4
2237, 6
2238, 14
2239, 20
2240, 4
2241, 6
2242, 42
2243, 5
2244, 2
2245, 4
2246, 6
2247, 4
2248, 5
2249, 11
2250, 2
2251, 3
2252, 8
2253, 5
2254, 3
2255, 8
2256, 2
2257, 4
2258, 3
2259, 7
2260, 10
2261, 6
2262, 8
2263, 2
2264, 2
2265, 2
2266, 2
2267, 2
2268, 2
2269, 5
2270, 5
2271, 2
2272, 10
2273, 2
2274, 3
2275, 4
2276, 5
2277, 2
2278, 5
2279, 3
2280, 3
2281, 11
2282, 4
2283, 2
2284, 2
2285, 7
2286, 3
2287, 3
2288, 4
2289, 2
2290, 6
2291, 21
2292, 7
2293, 6
2294, 8
2295, 14
2296, 3
2297, 4
2298, 10
2299, 2
2300, 2
2301, 30
2302, 2
2303, 2
2304, 2
2305, 5
2306, 2
2307, 4
2308, 10
2309, 4
2310, 9
2311, 18
2312, 7
2313, 10
2314, 6
2315, 9
2316, 16
2317, 10
2318, 8
2319, 21
2320, 2
2321, 12
2322, 5
2323, 16
2324, 27
2325, 15
2326, 9
2327, 4
2328, 8
2329, 5
2330, 8
2331, 2
2332, 3
2333, 11
2334, 3
2335, 3
2336, 27
2337, 23
2338, 7
2339, 7
2340, 7
2341, 4
2342, 10
2343, 10
2344, 2
2345, 6
2346, 10
2347, 7
2348, 10
2349, 18
2350, 32
2351, 2
2352, 7
2353, 7
2354, 4
2355, 10
2356, 73
2357, 2
2358, 3
2359, 9
2360, 3
2361, 7
2362, 5
2363, 10
2364, 2
2365, 3
2366, 4
2367, 2
2368, 11
2369, 16
2370, 3
2371, 7
2372, 26
2373, 6
2374, 10
2375, 13
2376, 2
2377, 20
2378, 5
2379, 3
2380, 15
2381, 20
2382, 7
2383, 5
2384, 5
2385, 4
2386, 10
2387, 11
2388, 6
2389, 55
2390, 2
2391, 14
2392, 5
2393, 5
2394, 7
2395, 5
2396, 7
2397, 2
2398, 16
2399, 6
2400, 7
2401, 5
2402, 12
2403, 9
2404, 5
2405, 6
2406, 3
2407, 3
2408, 60
2409, 10
2410, 14
2411, 17
2412, 16
2413, 6
2414, 6
2415, 6
2416, 8
2417, 5
2418, 3
2419, 5
2420, 4
2421, 16
2422, 5
2423, 2
2424, 6
2425, 3
2426, 6
2427, 12
2428, 2
2429, 58
2430, 5
2431, 15
2432, 7
2433, 7
2434, 21
2435, 143
2436, 10
2437, 4
2438, 3
2439, 3
2440, 3
2441, 167
2442, 11
2443, 5
2444, 69
2445, 4
2446, 22
2447, 2
2448, 13
2449, 20
2450, 10
2451, 2
2452, 23
2453, 2
2454, 3
2455, 3
2456, 2
2457, 3
2458, 11
2459, 11
2460, 7
2461, 6
2462, 3
2463, 2
2464, 3
2465, 4
2466, 7
2467, 5
2468, 2
2469, 3
2470, 12
2471, 2
2472, 6
2473, 9
2474, 8
2475, 4
2476, 2
2477, 2
2478, 2
2479, 3
2480, 2
2481, 2
2482, 2
2483, 2
